=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.08.08 13:32:51 =~=~=~=~=~=~=~=~=~=~=~=
35013.23,15695.18,882.97,3244.23,3244.04,2909.48,1885.23,2584.55,1308.40,816.33,410.38,2062.06,3457.82,1138.82,2405.88,1854.44,821.48,2774.65,3281.20,2033.58,2452.87,2833.41,2395.61,2396.81,840.55,1436.27,467.89,754.88,1438.21,1004.71,2438.03,1775.38,325.33,1520.71,1382.36,2236.53,2238.39,1049.48,2721.72,2682.77,1583.50,2257.96,2329.42,1617.17,3179.41,2904.86,3211.51,2675.87,1125.12,1793.55,1221.87,870.75,922.99,3317.22,3741.24,1377.49,2209.41,1363.62,2534.81,1728.01,923.82,3290.22,2447.71,2134.88
35491.46,16191.21,742.72,659.72,2490.48,1382.13,4015.08,2390.09,430.59,1556.92,2334.88,2867.48,1538.60,1197.94,853.08,197.07,1771.67,2219.06,1638.25,1153.12,2195.00,2187.18,1825.01,637.68,668.39,841.50,2085.88,2131.60,1369.49,1622.75,1324.78,4052.43,3528.90,2155.15,2125.66,665.25,1621.89,817.97,1128.13,1890.73,2605.89,2546.81,5139.41,2053.39,1978.42,1326.60,681.00,2357.37,3916.79,2376.70,1869.32,2183.32,2032.08,3055.88,2927.10,2339.93,3778.51,3778.48,1650.48,1047.79,1189.42,1259.67,912.91,2641.59
33795.30,13089.99,1415.33,2172.52,2948.27,449.06,883.07,1930.26,3507.23,5480.43,3744.83,2134.78,2209.48,1383.91,285.64,2415.06,3055.10,1159.41,1470.10,1248.58,2494.10,3451.18,1845.59,980.47,814.90,1312.50,1849.50,1054.72,666.87,1098.91,3575.19,3913.28,718.52,1686.00,1465.26,1345.50,2093.73,1069.65,1757.23,1542.12,2773.20,2539.45,1308.17,1127.87,2709.07,4178.71,2511.51,1587.26,1555.50,1212.29,495.93,496.46,2551.64,2093.30,1450.90,696.03,1434.70,2528.69,3768.84,5019.18,1699.97,2636.47,794.86,2973.15
34360.76,15162.16,734.57,1158.37,2454.74,4273.14,3023.89,696.85,1206.65,3396.59,1216.91,2613.96,2782.38,1633.96,1799.61,1778.52,1978.71,1285.26,1939.31,1671.66,1590.21,565.55,1117.28,996.68,1810.44,983.61,1419.72,1826.85,747.10,2579.13,556.55,2154.78,1535.18,2703.51,1344.78,271.56,513.88,1550.40,1357.08,1410.43,1149.98,1253.19,2900.63,2088.01,1166.99,1171.70,1040.60,1066.61,2154.79,2093.01,2559.26,1721.39,542.76,1060.45,2077.30,4851.39,5631.66,3888.37,1411.76,3740.02,585.72,4172.17,2205.72,429.24
38588.22,17800.14,1522.38,1372.98,1228.03,1403.47,1921.11,3049.72,716.76,2366.22,1422.21,347.73,1546.03,3037.99,2658.46,1790.93,3098.74,1542.05,3631.03,3959.80,2392.85,2278.45,1639.18,567.10,1189.76,473.02,1114.38,563.71,1680.26,1381.90,1556.54,1537.85,272.69,3154.39,3905.69,2394.00,3286.46,586.91,1495.70,1427.10,513.52,2763.64,1542.24,1138.28,713.53,543.56,2613.00,3396.21,2717.81,2935.50,2749.44,1386.33,1760.28,540.53,2380.63,882.56,2254.67,2259.81,1948.47,2350.14,849.04,2951.28,1858.34,1144.85
35440.79,14438.04,873.17,919.84,1361.14,1673.62,342.05,1652.43,1002.58,1249.05,1433.26,782.94,2344.66,2272.31,1788.17,1339.41,1234.27,1693.80,1459.27,1080.35,3666.51,3728.74,3892.93,3666.47,1599.26,2447.05,2380.52,1483.98,542.37,1858.32,2249.53,2775.05,2875.64,1056.78,706.42,1815.27,707.50,274.24,2096.08,3117.13,1315.23,1873.40,293.99,1176.81,3672.26,3673.81,3014.98,5285.18,3957.27,4230.84,3461.41,3342.23,3444.56,3253.11,478.95,1134.52,1189.92,324.52,707.35,1370.78,1604.89,1080.09,592.62,931.20
33641.30,15160.82,1729.56,1077.38,490.68,1541.00,3406.74,3375.64,1219.24,2100.98,3703.37,1171.99,2946.70,2703.16,1689.96,1388.36,2859.43,3684.18,3053.26,1462.31,592.57,1834.51,869.97,1487.78,2010.20,1779.35,3253.53,2706.47,1437.49,2608.11,1361.02,1295.80,545.23,2279.29,1104.49,731.66,1791.51,1551.65,1797.20,1842.49,1799.88,1426.93,1495.40,920.52,2558.73,1802.06,2284.40,1885.67,1543.17,974.42,1597.89,925.64,746.53,661.07,1351.73,474.91,1303.03,2291.48,2708.48,1008.46,2811.37,3883.62,2122.08,1234.10
33832.66,13395.53,573.27,1712.12,1039.46,1745.01,838.42,3312.62,3190.11,2825.60,3243.04,2076.74,1437.54,228.88,1559.84,607.63,818.80,1586.04,1802.09,750.19,419.51,550.97,732.86,1359.77,2228.63,1681.06,1441.34,1660.08,2599.59,1829.90,1477.15,1281.05,1774.31,2300.96,982.99,959.63,2803.82,3079.72,1933.45,3151.99,3284.25,587.21,954.57,1301.58,1756.97,1028.09,1428.04,2241.84,3008.10,3969.16,2341.14,1045.82,1455.45,515.60,1089.29,1569.70,1241.81,2660.61,3794.83,2346.77,511.26,1771.26,1978.91,2348.19
31792.82,11843.34,1827.21,791.81,351.54,2177.14,1540.14,517.84,1508.97,3124.94,3450.10,3616.37,1690.29,1755.55,2294.86,3457.39,2941.17,398.09,2568.84,4295.28,3574.44,1529.41,922.72,912.73,2893.73,2004.07,2318.35,2607.72,2850.64,1577.47,1835.83,3115.44,3605.35,1726.13,1262.96,2215.37,3051.95,1895.77,742.01,1224.62,2224.23,3281.32,3867.63,2404.38,2247.42,1053.92,750.03,1777.56,1886.32,1156.97,1287.12,2114.80,870.46,2210.07,1314.07,2284.41,2634.44,2615.25,1369.72,1803.79,1697.58,3120.59,2613.39,983.26
35136.69,15132.90,88.20,119.79,137.82,97.51,176.85,66.36,140.93,41.17,34.16,63.63,84.79,181.25,162.53,134.49,37.97,202.91,193.74,91.73,116.76,82.12,72.08,56.78,59.22,109.63,93.73,169.68,194.83,45.38,153.11,142.10,262.65,225.89,231.36,159.99,231.30,141.19,153.84,204.02,59.66,220.81,145.97,107.67,52.96,139.67,69.45,248.79,102.59,204.71,195.97,46.59,139.87,144.66,104.91,71.65,176.14,8.41,23.81,78.96,89.54,141.58,162.31,122.89
