=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.08.26 17:09:40 =~=~=~=~=~=~=~=~=~=~=~=
47.5127,1.8345,2.5391,3.4746,2.1679,4.2819,6.6391,8.5651,7.4537,5.0197,4.5294,2.5016,1.4164,4.3486,5.8215,6.8475,7.7235,1.9059,4.4986,4.8940,2.8458,1.4894,3.6521,3.7618,4.2764,3.5530,2.9906,4.2132,6.8292,5.0786,2.1278,2.8174,2.3577,1.1001,4.8181,7.7847,6.4072,5.7074,5.5328,2.6561,2.7735,4.7080,4.0998,3.9736,6.2293,6.0112,1.0533,4.5415,2.9264,4.9840,6.9254,8.4168,2.5474,0.8126,3.7051,7.2806,6.3573,3.5770,2.5891,4.1958,8.4468,2.2000,5.2434
46.7777,5.7593,5.2580,1.6162,2.0058,3.1866,3.4727,3.9952,4.9080,2.3197,5.1668,8.0834,5.6818,4.6846,1.4585,3.7123,3.0349,0.6078,1.8123,7.3860,3.0362,6.3471,7.8758,2.6918,6.5612,5.9341,3.6993,5.6217,3.5905,2.7405,4.1575,4.7984,4.1996,4.8359,5.5645,12.2281,9.5175,5.8988,3.5716,2.6603,2.0431,4.9911,3.6228,3.8652,5.0640,5.6614,3.2253,1.2557,2.0444,4.4304,1.5538,3.3336,3.6076,3.6688,2.1412,1.0911,5.4539,7.8479,6.6172,2.7524,3.4937,4.7055,2.9040
51.3359,3.4480,2.8217,3.6823,7.9183,6.0606,2.2301,6.4076,6.2366,6.8923,5.7814,2.5400,3.1163,4.3230,2.1610,4.1727,6.1877,2.9728,4.8944,7.5759,1.2919,6.5856,5.8509,3.2910,8.4533,5.0539,1.0289,2.4688,2.6373,3.4873,6.3061,4.6662,7.1140,4.1215,3.6018,3.4402,2.1235,1.3714,2.3529,5.0611,3.7179,1.5765,0.6108,3.7165,4.1642,6.2255,1.9491,2.8909,0.7115,3.6447,5.5728,3.5963,6.9650,7.7236,3.3463,6.0525,5.6023,2.8005,5.8775,5.0997,3.4054,6.0443,3.3672
43.1760,8.1533,7.3921,0.5947,1.8403,5.4159,4.9920,1.2937,3.3739,1.3753,3.4790,7.8314,7.6826,6.2685,8.1475,6.7177,2.8879,2.0013,2.1834,8.7637,8.1493,6.3609,1.6589,6.4961,4.6705,0.6234,1.6164,2.1322,2.4442,3.2897,2.3232,4.2876,7.8330,3.5700,3.4091,6.1109,2.7054,3.0700,3.4020,1.2323,3.4461,4.6607,5.2158,2.4098,5.5337,1.3558,5.4736,2.7992,5.2337,1.1354,2.2019,3.6249,1.3174,4.3200,1.8322,4.4726,3.1019,2.4007,1.1978,4.6063,3.2944,1.0826,3.3162
51.4334,4.1239,3.3258,1.0678,3.5044,1.7295,2.4076,4.7068,7.9802,3.5331,2.8854,4.6988,3.8095,1.0846,5.2386,8.8410,4.5096,3.6904,3.7540,6.9808,6.7324,4.7155,3.5886,0.8932,2.2882,5.4025,4.8439,3.9787,7.2558,7.7140,3.4972,3.2723,5.3030,3.4926,2.3176,4.2161,7.3286,7.4633,1.1828,3.0953,0.2308,2.0147,3.9103,3.5876,2.9378,0.6048,3.6137,2.5421,4.9758,9.1332,4.8974,1.6365,0.1558,5.9737,4.1419,1.4934,4.0800,4.0901,5.6183,6.1917,0.5729,4.9868,2.7362
49.2274,2.8129,2.1829,2.5787,1.8842,2.3012,1.2453,5.7362,4.7353,2.2972,5.3307,5.7597,3.7793,3.4535,1.5688,4.4255,2.8781,0.3765,2.7718,4.3881,2.4059,2.7630,3.9931,4.6782,8.0955,6.5451,5.4466,7.5868,4.1551,6.6496,6.7158,2.7086,2.3212,3.7942,2.1699,2.7643,3.8029,5.1769,6.4241,3.5121,2.8339,6.6939,5.1382,1.9354,3.7059,4.1102,4.6213,4.6844,9.3331,6.3805,4.0172,2.7195,5.9170,5.4284,2.8547,5.5363,3.7876,4.3056,6.1746,7.6394,4.3832,6.2241,8.6606
54.1391,8.1417,7.5896,6.4430,5.2497,4.6032,2.0584,1.3052,1.1138,1.6731,3.9839,1.5586,2.8650,8.5703,3.4563,7.7804,8.7767,6.6618,4.7405,2.0061,1.3598,3.1784,5.2896,4.0960,1.8112,4.4033,4.3200,0.7361,3.2897,2.6603,3.9369,5.1833,3.4781,2.1924,3.3246,1.1729,2.2627,3.6082,6.4118,5.0204,3.4809,6.7630,8.8338,2.2466,6.0883,5.8872,3.3937,4.4894,4.8399,2.9255,6.8922,5.4021,5.6526,2.4026,1.7112,3.9280,6.3400,4.5557,7.2160,6.5656,2.6238,4.6192,0.5400
53.1027,3.3905,2.8496,2.1942,4.4137,3.7535,2.6968,3.0972,4.1918,7.8285,4.4467,3.2770,1.3154,4.0538,2.3741,4.8934,5.4900,6.7559,5.9559,4.4097,5.0207,4.1558,1.0383,3.5614,1.2977,2.8308,5.0188,4.7620,4.7286,3.8364,1.8260,3.4405,1.0330,3.6568,3.1146,3.6294,6.6961,5.9770,1.7638,9.1918,6.4386,4.0518,0.8804,2.1076,1.2100,4.7568,6.6056,6.2617,3.7995,4.4457,5.9630,7.3881,5.3215,3.2874,2.4087,0.5173,4.1454,5.2791,2.4279,1.7662,4.1056,7.4700,5.1015
50.3345,6.6770,4.2543,4.8466,7.5433,4.3443,3.5598,4.9583,3.0055,4.6527,5.7669,6.7314,9.8672,7.9477,5.2083,4.1964,1.8998,3.9327,3.6704,3.8864,3.8782,0.8375,3.7710,4.4777,6.1231,6.4749,5.1722,0.2624,4.7862,2.5796,1.6348,4.3985,2.0698,2.6293,1.5612,2.6504,4.1400,2.8436,4.7795,4.2510,2.8873,5.2780,4.9920,0.8208,3.1389,1.9872,2.4166,3.2617,3.9297,4.6010,1.1598,4.2685,8.8376,13.7539,5.5706,4.7923,3.7984,2.0189,3.4403,3.5506,2.1542,3.1588,4.5436
51.0136,1.9203,4.2744,2.6189,2.8726,1.5666,0.8092,1.5897,3.2603,1.4548,3.6423,6.7562,8.3798,4.6423,3.9250,2.4655,2.4206,4.5687,3.5786,3.5599,2.3896,4.1940,7.2195,4.2716,0.7556,4.0660,2.1468,1.7119,2.6417,5.1434,2.8653,3.3911,2.6886,3.7419,8.0910,6.0977,6.6026,6.5496,4.6483,5.5592,4.3824,1.3740,1.7398,3.3229,6.1879,3.0512,8.4052,8.0870,3.0564,4.5648,7.7659,5.6669,4.3743,1.6130,1.1148,4.5537,5.5111,2.5776,4.1315,4.5444,6.8873,6.7611,7.4346
52.2611,3.3784,7.4938,3.5043,3.3146,1.4779,4.2086,6.7030,5.1365,3.3094,5.0270,4.4550,1.8977,2.5540,3.5221,4.0780,5.3888,9.8007,7.2707,4.2907,3.1214,7.3019,6.5109,5.6367,2.7339,3.9203,5.2572,6.0954,4.6144,2.5037,3.0407,1.8603,2.7033,2.4013,3.7215,6.4867,4.3642,1.9561,2.5224,3.6289,2.6428,4.2722,5.9978,4.0292,5.6505,2.8956,4.9858,2.2328,2.1668,6.1204,5.0748,4.5678,3.2052,2.8180,1.8356,0.6123,3.5701,2.4592,5.8667,4.8803,5.5372,0.6641,3.2365
55.7009,3.9315,4.9013,3.8836,4.4301,3.8334,3.6421,0.3455,4.2995,2.5880,5.6155,2.0780,1.9946,3.6281,1.5707,1.2184,2.9721,2.2560,2.2571,7.1443,6.9644,5.1279,7.1781,6.7728,5.0197,3.7800,2.6924,5.7721,5.4033,3.4495,5.4231,6.2289,3.0215,1.9173,2.8824,3.8854,5.8769,6.3335,3.2998,3.9365,4.4237,4.8399,1.4081,4.2076,6.5709,7.0210,3.5767,4.4891,6.8351,5.6496,3.5473,2.9232,2.7142,3.1128,2.0336,3.4032,5.1914,4.2340,4.2159,1.5283,2.5952,2.2585,4.6045
52.8361,7.0474,6.3936,6.5295,4.0380,4.4173,4.0493,5.0465,4.1883,1.3770,1.6814,2.2919,8.7165,2.6129,5.7905,6.1036,6.4527,9.0718,5.5290,2.9687,3.3372,4.9720,1.5706,1.0597,1.1913,3.9867,4.9492,2.4200,2.7252,4.0972,5.2115,4.0856,6.2910,1.1935,3.1207,2.2958,4.0089,4.3107,3.3360,2.6123,4.3195,5.4836,4.8139,2.0841,4.5967,4.3652,2.5888,2.5080,3.5021,3.1001,2.5662,1.8684,2.3894,1.7544,4.7095,5.8125,5.6881,2.0693,3.8421,7.2402,6.9936,5.7674,3.7824
47.3895,6.2677,6.0072,4.3038,2.3028,0.5230,2.4929,6.2497,5.8863,2.1602,2.0625,7.1912,8.7468,9.0232,2.6951,2.1281,4.4199,5.8475,4.1097,3.4523,3.3073,2.0255,3.5857,7.8100,4.9306,2.2860,1.0589,1.4100,3.8496,3.9037,3.7091,3.3719,2.7111,5.0347,7.3387,3.7930,2.4135,1.3797,3.6250,5.2536,2.5748,2.3495,3.0373,1.2197,3.0444,6.7600,6.5643,2.5128,0.7046,4.2546,6.6448,4.9072,4.0147,8.6727,3.0243,7.7455,6.7293,1.1258,0.9388,5.8355,3.4559,3.3646,4.8211
44.9036,3.5101,3.7035,4.5140,6.4906,2.0231,4.7197,6.2096,3.2357,2.9103,2.7891,5.7221,1.8937,6.0133,4.5005,0.6942,3.3181,8.1148,7.6704,1.2290,4.9107,5.3442,1.6366,2.7239,5.4377,6.0572,2.9437,5.8284,2.6894,2.0812,2.6266,1.4904,5.5758,4.9560,2.8012,1.8107,4.2938,8.2500,8.1391,7.8729,6.2314,4.4193,1.7123,4.0326,5.6985,5.9321,4.5560,2.1793,3.6462,3.3984,2.2406,5.8344,1.8734,4.2690,7.2174,1.0234,3.0501,1.5109,4.3932,7.5712,4.2162,3.6619,5.8398
40.4448,3.3160,5.3029,1.5188,3.8628,4.5763,5.3818,5.4495,6.0689,6.6093,1.3777,3.4923,8.3262,4.7890,1.5765,4.5189,2.9013,1.8363,3.1848,1.6731,3.9905,3.9443,1.5815,3.7244,1.4934,6.1519,5.9032,5.1924,2.1956,1.5666,4.5572,7.7521,2.9766,3.8113,2.7283,4.7969,6.7915,3.8590,3.2249,5.3232,4.9868,1.8080,4.9372,5.3018,3.6419,3.0949,0.9921,2.6210,1.7695,3.4448,6.0822,3.3601,1.7697,1.9180,1.5330,4.0665,6.2956,7.3858,4.6887,2.4548,3.7304,6.3172,1.0706
51.0476,1.3771,2.6025,5.2442,7.0592,7.7180,4.5802,4.1265,3.7902,2.9234,4.5386,3.6424,3.9129,2.3454,1.8403,3.3561,4.5297,3.6760,2.5286,2.8785,6.0150,6.5640,5.0287,3.3870,4.3444,3.2497,5.1233,5.4454,3.2666,1.1052,2.3302,5.4405,5.2418,2.5286,1.1391,3.9869,6.7701,5.0285,3.3797,4.1069,3.5644,3.6901,6.2427,3.0865,6.4185,2.0700,9.9814,7.5507,0.8141,2.3261,3.8870,5.5822,5.1523,4.0684,3.0095,4.1035,2.9148,2.7482,4.8616,4.3276,3.5748,2.2822,5.3102
43.9642,7.2216,11.4726,8.1545,3.4107,2.9190,6.1392,2.9077,3.4464,4.3361,3.5435,4.5328,7.6868,7.0485,5.6553,0.3214,1.5898,1.7627,1.2905,2.3484,3.7420,6.0476,5.5677,3.6727,3.7229,5.8372,2.3458,2.7358,1.7124,1.1487,4.1084,5.5212,4.9130,3.7619,0.5965,0.5472,2.7823,4.4505,5.2060,4.3373,4.8149,4.6442,1.6710,2.3139,2.1625,2.3896,5.2002,6.7631,3.0232,4.8314,6.2313,3.0951,2.4115,2.7098,6.0781,0.8287,6.2020,1.5024,1.0296,4.9828,5.9121,2.8285,3.5963
46.1284,3.7895,7.0616,5.4098,3.8769,4.9888,9.0438,7.7360,3.2097,8.9097,2.8720,6.0137,5.8706,2.5272,1.3974,5.9696,3.2923,5.3041,6.2291,2.7727,1.8853,1.7091,0.3351,3.4472,5.0024,3.5577,5.3633,3.6990,5.5931,5.8621,4.1409,3.3590,0.9920,2.5762,6.0021,4.5257,1.8052,5.5783,7.3880,6.9395,7.7952,5.9110,5.4747,5.2053,4.2033,4.0174,3.9627,7.7872,5.6452,0.5055,3.6067,3.7261,2.5636,2.3325,5.4557,1.6208,5.2933,3.8172,2.9306,4.4861,4.0741,6.1902,7.9294
42.9765,3.2061,2.8773,4.1986,4.3650,5.7198,3.3891,3.9356,0.6066,2.4420,0.8250,1.2282,3.6930,6.0147,7.5452,5.0754,4.0659,2.6321,4.3050,2.0653,2.6978,2.7825,5.1989,8.1798,2.2343,4.6894,1.7970,3.4633,3.6659,1.6376,2.6310,2.9796,3.3361,2.4997,3.6238,4.8923,3.3168,6.2430,2.7217,1.5156,3.6774,3.3590,1.2077,3.5028,6.2219,5.1580,4.9053,8.4834,7.2510,5.7510,4.2021,4.8304,5.8794,4.3572,1.8612,2.8029,0.8930,2.9187,5.7092,1.6862,1.7036,1.6283,1.3758
53.8407,8.6995,4.5706,6.0826,8.5750,6.6030,3.6313,0.1879,1.8614,2.8445,0.4993,1.7479,4.2304,1.9705,3.7861,2.2640,2.1866,3.9481,4.4110,3.3918,3.0321,5.9406,5.6438,5.2753,4.2972,6.0760,7.3845,4.3554,2.4252,3.1618,3.7089,0.8480,4.3157,4.1130,1.0815,2.2843,4.8295,5.1651,2.4826,3.3828,0.9832,5.6834,7.8974,5.1758,1.7626,1.3513,4.1276,5.5480,2.3663,5.5057,9.0185,3.3156,1.6903,6.1066,6.5343,4.4821,2.9414,3.8507,3.4942,1.2607,2.5399,1.8607,4.7481
